🇨🇳湖北电信,#genre#
东方卫视4K,http:/124.220.188.165:7088/rtp/239.69.2.37:11376
CCTV1,http:/124.220.188.165:7088/rtp/239.253.152.96:8550
CCTV2,http:/124.220.188.165:7088/rtp/239.69.1.102:10250
CCTV3,http:/124.220.188.165:7088/rtp/239.69.1.122:10370
CCTV4,http:/124.220.188.165:7088/rtp/239.69.1.138:10466
CCTV5,http:/124.220.188.165:7088/rtp/239.69.1.123:10376
CCTV5+,http:/124.220.188.165:7088/rtp/239.254.96.234:9484
CCTV6,http:/124.220.188.165:7088/rtp/239.69.1.124:10382
CCTV7,http:/124.220.188.165:7088/rtp/239.69.1.103:10256
CCTV8,http:/124.220.188.165:7088/rtp/239.69.1.125:10388
CCTV9,http:/124.220.188.165:7088/rtp/239.69.1.104:10262
CCTV10,http:/124.220.188.165:7088/rtp/239.69.1.105:10268
CCTV11,http:/124.220.188.165:7088/rtp/239.69.1.154:10560
CCTV12,http:/124.220.188.165:7088/rtp/239.69.1.106:10274
CCTV13,http:/124.220.188.165:7088/rtp/239.253.152.161:9040
CCTV14,http:/124.220.188.165:7088/rtp/239.69.1.107:10280
CCTV15,http:/124.220.188.165:7088/rtp/239.69.1.155:10566
CCTV16-4K,http:/124.220.188.165:7088/rtp/239.69.1.249:11136
CCTV16-4K,http:/124.220.188.165:7088/rtp/239.69.1.13:9718
CCTV17,http:/124.220.188.165:7088/rtp/239.69.1.152:10548
凤凰资讯台,http:/124.220.188.165:7088/rtp/239.69.2.19:11268
凤凰中文台,http:/124.220.188.165:7088/rtp/239.69.2.20:11274
湖北卫视,http:/124.220.188.165:7088/rtp/239.254.96.115:8664
湖南卫视,http:/124.220.188.165:7088/rtp/239.254.96.139:8908
浙江卫视,http:/124.220.188.165:7088/rtp/239.254.96.143:8932
江苏卫视,http:/124.220.188.165:7088/rtp/239.254.96.144:8938
北京卫视,http:/124.220.188.165:7088/rtp/239.254.96.141:8920
广东卫视,http:/124.220.188.165:7088/rtp/239.254.96.140:8914
深圳卫视,http:/124.220.188.165:7088/rtp/239.254.96.137:8896
黑龙江卫视,http:/124.220.188.165:7088/rtp/239.254.96.138:8902
天津卫视,http:/124.220.188.165:7088/rtp/239.69.1.68:10048
山东卫视,http:/124.220.188.165:7088/rtp/239.69.1.69:10054
安徽卫视,http:/124.220.188.165:7088/rtp/239.69.1.70:10060
辽宁卫视,http:/124.220.188.165:7088/rtp/239.69.1.71:10066
东南卫视,http:/124.220.188.165:7088/rtp/239.69.1.108:10286
江西卫视,http:/124.220.188.165:7088/rtp/239.69.1.126:10394
重庆卫视,http:/124.220.188.165:7088/rtp/239.69.1.149:10530
贵州卫视,http:/124.220.188.165:7088/rtp/239.69.1.150:10536
河南卫视,http:/124.220.188.165:7088/rtp/239.69.1.168:10644
四川卫视,http:/124.220.188.165:7088/rtp/239.69.1.169:10650
河北卫视,http:/124.220.188.165:7088/rtp/239.69.1.157:10578
海南卫视,http:/124.220.188.165:7088/rtp/239.69.1.151:10542
宁夏卫视,http:/124.220.188.165:7088/rtp/239.69.2.33:11352
广西卫视,http:/124.220.188.165:7088/rtp/239.69.1.191:10788
吉林卫视,http:/124.220.188.165:7088/rtp/239.69.1.212:10914
山西卫视,,http:/124.220.188.165:7088/rtp/239.254.96.93:8532
云南卫视,http:/124.220.188.165:7088/rtp/239.69.2.25:11304
西藏卫视,http:/124.220.188.165:7088/rtp/239.69.2.31:11340
内蒙古卫视,http:/124.220.188.165:7088/rtp/239.69.2.43:11412
新疆卫视,http:/124.220.188.165:7088/rtp/239.69.2.30:11334
兵团卫视,http:/124.220.188.165:7088/rtp/239.69.2.32:11346
青海卫视,http:/124.220.188.165:7088/rtp/239.69.2.24:11298
陕西卫视,http:/124.220.188.165:7088/rtp/239.69.2.42:11406
甘肃卫视,http:/124.220.188.165:7088/rtp/239.69.2.23:11292
东方卫视,http:/124.220.188.165:7088/rtp/239.254.96.142:8926
中央新影•中学生,http:/124.220.188.165:7088/rtp/239.69.2.17:11256
中央新影•老故事,http:/124.220.188.165:7088/rtp/239.69.1.85:10150
中国教育1台,http:/124.220.188.165:7088/rtp/239.69.1.110:10298
中国教育3台,http:/124.220.188.165:7088/rtp/239.69.1.183:10734
中国教育4台,http:/124.220.188.165:7088/rtp/239.69.1.175:10686
欢笑剧场4K,http:/124.220.188.165:7088/rtp/239.69.2.5:11184
CHC高清电影,http:/124.220.188.165:7088/rtp/239.69.1.241:11088
CHC动作电影,http:/124.220.188.165:7088/rtp/239.69.1.242:11094
CHC家庭影院,http:/124.220.188.165:7088/rtp/239.69.1.243:11100
怀旧剧场,http:/124.220.188.165:7088/rtp/239.69.1.89:10174
风云音乐,http:/124.220.188.165:7088/rtp/239.69.1.90:10180
世界地理,http:/124.220.188.165:7088/rtp/239.69.1.91:10186
第一剧场,http:/124.220.188.165:7088/rtp/239.69.1.74:10084
北京卡酷少儿,http:/124.220.188.165:7088/rtp/239.69.1.193:10800
湖南金鹰卡通,http:/124.220.188.165:7088/rtp/239.69.1.248:11130
新动漫,http:/124.220.188.165:7088/rtp/239.69.1.187:10764
湖南金鹰纪实,http:/124.220.188.165:7088/rtp/239.69.1.109:10292

湖北经视,http://fn.zw901.com:55555/rtp/239.69.1.41:9886
湖北综合,http://fn.zw901.com:55555/rtp/239.69.1.42:9892
湖北垄上,http://fn.zw901.com:55555/rtp/239.69.1.43:9898
湖北公共,http://fn.zw901.com:55555/rtp/239.69.1.40:9880
湖北影视,http://fn.zw901.com:55555/rtp/239.69.1.204:10866
湖北教育,http://fn.zw901.com:55555/rtp/239.69.1.206:10878
湖北生活,http://fn.zw901.com:55555/rtp/239.69.1.205:10872
CCTV4K,http://fn.zw901.com:55555/rtp/239.69.1.111:10304
北京卫视4K,http://fn.zw901.com:55555/rtp/239.69.2.22:11286
四川卫视4K,http://fn.zw901.com:55555/rtp/239.69.2.39:11388
山东卫视4K,http://fn.zw901.com:55555/rtp/239.69.2.38:11382
广东卫视4K,http://fn.zw901.com:55555/rtp/239.69.2.27:11316
江苏卫视4K,http://fn.zw901.com:55555/rtp/239.69.2.36:11370
浙江卫视4K,http://fn.zw901.com:55555/rtp/239.69.2.35:11364
深圳卫视4K,http://fn.zw901.com:55555/rtp/239.69.2.28:11322
湖南卫视4K,http://fn.zw901.com:55555/rtp/239.69.2.34:11358
东方卫视4K,http://fn.zw901.com:55555/rtp/239.69.2.37:11376
CCTV1,http://fn.zw901.com:55555/rtp/239.254.96.96:8550
CCTV2,http://fn.zw901.com:55555/rtp/239.69.1.102:10250
CCTV3,http://fn.zw901.com:55555/rtp/239.69.1.122:10370
CCTV4,http://fn.zw901.com:55555/rtp/239.69.1.138:10466
CCTV5,http://fn.zw901.com:55555/rtp/239.69.1.123:10376
CCTV5+,http://fn.zw901.com:55555/rtp/239.254.96.234:9484
CCTV6,http://fn.zw901.com:55555/rtp/239.69.1.124:10382
CCTV7,http://fn.zw901.com:55555/rtp/239.69.1.103:10256
CCTV8,http://fn.zw901.com:55555/rtp/239.69.1.125:10388
CCTV9,http://fn.zw901.com:55555/rtp/239.69.1.104:10262
CCTV10,http://fn.zw901.com:55555/rtp/239.69.1.105:10268
CCTV11,http://fn.zw901.com:55555/rtp/239.69.1.154:10560
CCTV12,http://fn.zw901.com:55555/rtp/239.69.1.106:10274
CCTV13,http://fn.zw901.com:55555/rtp/239.254.96.161:9040
CCTV14,http://fn.zw901.com:55555/rtp/239.69.1.107:10280
CCTV15,http://fn.zw901.com:55555/rtp/239.69.1.155:10566
CCTV16-4K,http://fn.zw901.com:55555/rtp/239.69.1.249:11136
CCTV16-4K,http://fn.zw901.com:55555/rtp/239.69.1.13:9718
CCTV17,http://fn.zw901.com:55555/rtp/239.69.1.152:10548
凤凰资讯台,http://fn.zw901.com:55555/rtp/239.69.2.19:11268
凤凰中文台,http://fn.zw901.com:55555/rtp/239.69.2.20:11274
湖北卫视,http://fn.zw901.com:55555/rtp/239.254.96.115:8664
湖南卫视,http://fn.zw901.com:55555/rtp/239.254.96.139:8908
浙江卫视,http://fn.zw901.com:55555/rtp/239.254.96.143:8932
江苏卫视,http://fn.zw901.com:55555/rtp/239.254.96.144:8938
北京卫视,http://fn.zw901.com:55555/rtp/239.254.96.141:8920
广东卫视,http://fn.zw901.com:55555/rtp/239.254.96.140:8914
深圳卫视,http://fn.zw901.com:55555/rtp/239.254.96.137:8896
黑龙江卫视,http://fn.zw901.com:55555/rtp/239.254.96.138:8902
天津卫视,http://fn.zw901.com:55555/rtp/239.69.1.68:10048
山东卫视,http://fn.zw901.com:55555/rtp/239.69.1.69:10054
安徽卫视,http://fn.zw901.com:55555/rtp/239.69.1.70:10060
辽宁卫视,http://fn.zw901.com:55555/rtp/239.69.1.71:10066
东南卫视,http://fn.zw901.com:55555/rtp/239.69.1.108:10286
江西卫视,http://fn.zw901.com:55555/rtp/239.69.1.126:10394
重庆卫视,http://fn.zw901.com:55555/rtp/239.69.1.149:10530
贵州卫视,http://fn.zw901.com:55555/rtp/239.69.1.150:10536
河南卫视,http://fn.zw901.com:55555/rtp/239.69.1.168:10644
四川卫视,http://fn.zw901.com:55555/rtp/239.69.1.169:10650
河北卫视,http://fn.zw901.com:55555/rtp/239.69.1.157:10578
海南卫视,http://fn.zw901.com:55555/rtp/239.69.1.151:10542
宁夏卫视,http://fn.zw901.com:55555/rtp/239.69.2.33:11352
广西卫视,http://fn.zw901.com:55555/rtp/239.69.1.191:10788
吉林卫视,http://fn.zw901.com:55555/rtp/239.69.1.212:10914
山西卫视,,http://fn.zw901.com:55555/rtp/239.254.96.93:8532
云南卫视,http://fn.zw901.com:55555/rtp/239.69.2.25:11304
西藏卫视,http://fn.zw901.com:55555/rtp/239.69.2.31:11340
内蒙古卫视,http://fn.zw901.com:55555/rtp/239.69.2.43:11412
新疆卫视,http://fn.zw901.com:55555/rtp/239.69.2.30:11334
兵团卫视,http://fn.zw901.com:55555/rtp/239.69.2.32:11346
青海卫视,http://fn.zw901.com:55555/rtp/239.69.2.24:11298
陕西卫视,http://fn.zw901.com:55555/rtp/239.69.2.42:11406
甘肃卫视,http://fn.zw901.com:55555/rtp/239.69.2.23:11292
东方卫视,http://fn.zw901.com:55555/rtp/239.254.96.142:8926
中央新影•中学生,http://fn.zw901.com:55555/rtp/239.69.2.17:11256
中央新影•老故事,http://fn.zw901.com:55555/rtp/239.69.1.85:10150
中国教育1台,http://fn.zw901.com:55555/rtp/239.69.1.110:10298
中国教育3台,http://fn.zw901.com:55555/rtp/239.69.1.183:10734
中国教育4台,http://fn.zw901.com:55555/rtp/239.69.1.175:10686
欢笑剧场4K,http://fn.zw901.com:55555/rtp/239.69.2.5:11184
CHC高清电影,http://fn.zw901.com:55555/rtp/239.69.1.241:11088
CHC动作电影,http://fn.zw901.com:55555/rtp/239.69.1.242:11094
CHC家庭影院,http://fn.zw901.com:55555/rtp/239.69.1.243:11100
怀旧剧场,http://fn.zw901.com:55555/rtp/239.69.1.89:10174
风云音乐,http://fn.zw901.com:55555/rtp/239.69.1.90:10180
世界地理,http://fn.zw901.com:55555/rtp/239.69.1.91:10186
第一剧场,http://fn.zw901.com:55555/rtp/239.69.1.74:10084
北京卡酷少儿,http://fn.zw901.com:55555/rtp/239.69.1.193:10800
湖南金鹰卡通,http://fn.zw901.com:55555/rtp/239.69.1.248:11130
新动漫,http://fn.zw901.com:55555/rtp/239.69.1.187:10764
湖南金鹰纪实,http://fn.zw901.com:55555/rtp/239.69.1.109:10292

鹤峰综合,http://hefeng-live21.cjyun.org/10100/s10100-hftv1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-b42f6cb29eb3b901079113901761aa96
咸丰综合,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_3567.m3u8?auth_key=4867549325-0-0-cc7ce201270f1bfda8bd5c54e0e5739c&extra_key=hKfYhS2z6614oV0yCs-AFVt7IpvlJJgoGCHOij1q2onFz-Yr5Us2Cd41rIlv4l1XjWrMXCVgYMdOmrNAgjF2W_2a6vxf1HxtHHoYEC6BCIqSeo4VGtaHFxadD2xtzAtmsjFPKB3DP_Ev_ci_KC8TQllAks-AnwmJWoohc4XLA6Q
巴东综合,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_3522.m3u8?auth_key=4860354782-0-0-0bc026e554be331e11f9118a5507dbd6&extra_key=du5v5yekM-ggopdZ_sngtTZ65Uth9WDHICSAwr25ENDQIdlV3Yd2lHeLSlp5B8KLBoWG0nmJUj1QO75vWPg_oNJJLOYxRTOV57psEWQI4qKLGvWzL9PBysSluKuq-Ux9lJltJgQb5lWNdWOKYZiLcxSGG_008O5kq4mJC8KOxeo
4K南国都市台,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=625e905c507ada3ba448431044224948&txTime=194d0c43cd7
新唐人,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8

湖北广电,#genre#
恩施新闻综合频道,http://119.100.208.52:11223/rtp/239.69.1.10:9700
恩施文旅频道,http://119.100.208.52:11223/rtp/239.69.1.11:9706
恩施新闻综合频道,https://46240-live.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_3724.m3u8?auth_key=3328907803-0-0-321fd94de673ddac51716682fcb59297&extra_key=otZkd8cRloD44exAcfs76VOKG0XxTIC_6EDN2NNyydxkHXO7SomobKCJ5pmP3ccWbAiKKFTBhCrxNiU592hEpO7_524eRtN2aE93uigIzbz68_WjbTJH9RM4h_VYBFPtQVk6Kfup5BnPHGpZjWXVBr2fq_1u-rkYE98yQjb2gqU
恩施文旅频道,https://46240-live.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1811.m3u8?auth_key=4857760464-0-0-ecabcbf26d39dc20cde584db2fa2a053&extra_key=D1dJezG95YTkYytoe8tr2Qhf-jhFFJmJpij9JNzLnfjYgxE5Q69rjZT1b2VrOxeb2zvhRo107e0Ze_h5agVjcLhNxl4RzjBShtdz-pQKUqaNbHnJMUJaS637QCoHNkKlJAb5i0lkR8MlxmIB6LIGojFm8kqvpZp_pI7SG10olDg

湖北卫视,http://A/ku9/js/hbgd.js?id=hbwshd
湖北综合,http://A/ku9/js/hbgd.js?id=hbzhhd
湖北经视,http://A/ku9/js/hbgd.js?id=hbjsjd
湖北公共新闻,http://A/ku9/js/hbgd.js?id=hbgghd
湖北教育,http://A/ku9/js/hbgd.js?id=hbjy
湖北生活,http://A/ku9/js/hbgd.js?id=hbsh
湖北影视,http://A/ku9/js/hbgd.js?id=hbys
湖北垄上,http://A/ku9/js/hbgd.js?id=hblshd
CCTV1,http://A/ku9/js/hbgd.js?id=cctv1hd
CCTV2,http://A/ku9/js/hbgd.js?id=cctv2hd
CCTV3,http://A/ku9/js/hbgd.js?id=cctv3hd
CCTV4,http://A/ku9/js/hbgd.js?id=cctv4
CCTV5,http://A/ku9/js/hbgd.js?id=cctv5hd
CCTV5+,http://A/ku9/js/hbgd.js?id=cctv5jhd
CCTV6,http://A/ku9/js/hbgd.js?id=cctv6hd
CCTV7,http://A/ku9/js/hbgd.js?id=cctv7hd
CCTV8,http://A/ku9/js/hbgd.js?id=cctv8hd
CCTV9,http://A/ku9/js/hbgd.js?id=cctv9hd
CCTV10,http://A/ku9/js/hbgd.js?id=cctv10hd
CCTV11,http://A/ku9/js/hbgd.js?id=cctv11
CCTV12,http://A/ku9/js/hbgd.js?id=cctv12hd
CCTV13,http://A/ku9/js/hbgd.js?id=cctv13
CCTV14,http://A/ku9/js/hbgd.js?id=cctv14hd
CCTV15,http://A/ku9/js/hbgd.js?id=cctv15
CCTV16,http://A/ku9/js/hbgd.js?id=cctv16hd
CCTV17,http://A/ku9/js/hbgd.js?id=cctv17hd
浙江卫视,http://A/ku9/js/hbgd.js?id=zjwshd
湖南卫视,http://A/ku9/js/hbgd.js?id=hnwshd
北京卫视,http://A/ku9/js/hbgd.js?id=bjwshd
东方卫视,http://A/ku9/js/hbgd.js?id=dfwshd
广东卫视,http://A/ku9/js/hbgd.js?id=gdwshd
深圳卫视,http://A/ku9/js/hbgd.js?id=szwshd
江苏卫视,http://A/ku9/js/hbgd.js?id=jswshd
东南卫视,http://A/ku9/js/hbgd.js?id=dnwshd
天津卫视,http://A/ku9/js/hbgd.js?id=tjwshd
河北卫视,http://A/ku9/js/hbgd.js?id=hebws
河南卫视,http://A/ku9/js/hbgd.js?id=henwshd
山西卫视,http://A/ku9/js/hbgd.js?id=sxws
山东卫视,http://A/ku9/js/hbgd.js?id=sdwdhd
安徽卫视,http://A/ku9/js/hbgd.js?id=ahwshd
江西卫视,http://A/ku9/js/hbgd.js?id=jxwshd
重庆卫视,http://A/ku9/js/hbgd.js?id=cqwshd
云南卫视,http://A/ku9/js/hbgd.js?id=ynws
贵州卫视,http://A/ku9/js/hbgd.js?id=gzwshd
四川卫视,http://A/ku9/js/hbgd.js?id=scwshd
西藏卫视,http://A/ku9/js/hbgd.js?id=xzws
新疆卫视,http://A/ku9/js/hbgd.js?id=xjws
兵团卫视,http://A/ku9/js/hbgd.js?id=btws
陕西卫视,http://A/ku9/js/hbgd.js?id=shxws
甘肃卫视,http://A/ku9/js/hbgd.js?id=gsws
宁夏卫视,http://A/ku9/js/hbgd.js?id=nxws
青海卫视,http://A/ku9/js/hbgd.js?id=qhws
广西卫视,http://A/ku9/js/hbgd.js?id=gxwshd
海南卫视,http://A/ku9/js/hbgd.js?id=hainwshd
辽宁卫视,http://A/ku9/js/hbgd.js?id=lnwshd
吉林卫视,http://A/ku9/js/hbgd.js?id=jlwshd
黑龙江卫视,http://A/ku9/js/hbgd.js?id=hljwshd
内蒙古卫视,http://A/ku9/js/hbgd.js?id=nmws
CETV1,http://A/ku9/js/hbgd.js?id=zgjy1hd
CETV4,http://A/ku9/js/hbgd.js?id=zgjy4
湖南金鹰卡通,http://A/ku9/js/hbgd.js?id=jjkt
广东嘉佳卡通,http://A/ku9/js/hbgd.js?id=jiajkt
北京纪实科教,http://A/ku9/js/hbgd.js?id=dajs
武汉新闻综合,http://A/ku9/js/hbgd.js?id=jyjs
CGTN,http://A/ku9/js/hbgd.js?id=cctvnews
家庭理财,http://A/ku9/js/hbgd.js?id=jtlc
北京卡酷少儿,http://A/ku9/js/hbgd.js?id=kkse
上海劲爆体育,http://A/ku9/js/hbgd.js?id=shjs
中国天气,http://A/ku9/js/hbgd.js?id=zgqx
山东教育卫视,http://A/ku9/js/hbgd.js?id=sdjyws

酒店源,#genre#
CCTV1-综合,http://171.43.65.83:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://171.43.65.83:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://171.43.65.83:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://171.43.65.83:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://171.43.65.83:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://171.43.65.83:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://171.43.65.83:85/tsfile/live/faacts/0007_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://171.43.65.83:85/tsfile/live/faacts/0008_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://171.43.65.83:85/tsfile/live/faacts/0009_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://171.43.65.83:85/tsfile/live/faacts/0010_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://171.43.65.83:85/tsfile/live/faacts/0012_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://171.43.65.83:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://171.43.65.83:85/tsfile/live/faacts/0014_2.m3u8?key=txiptv&playlive=1&authid=0
十堰新闻,http://171.43.65.83:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://171.43.65.83:85/tsfile/live/faacts/0015_2.m3u8?key=txiptv&playlive=1&authid=0
十堰经济旅游,http://171.43.65.83:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
中央教育,http://171.43.65.83:85/tsfile/live/faacts/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://171.43.65.83:85/tsfile/live/faacts/0132_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://171.43.65.83:85/tsfile/live/faacts/0119_1.m3u8?key=txiptv&playlive=1&authid=0
湖北垄上,http://171.43.65.83:85/tsfile/live/faacts/1013_1.m3u8?key=txiptv&playlive=1&authid=0
湖北影视,http://171.43.65.83:85/tsfile/live/faacts/1016_1.m3u8?key=txiptv&playlive=1&authid=0
湖北电视台,http://171.43.65.83:85/tsfile/live/faacts/1014_1.m3u8?key=txiptv&playlive=1&authid=0
湖北经视,http://171.43.65.83:85/tsfile/live/faacts/1017_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://171.43.65.83:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://171.43.65.83:85/tsfile/live/faacts/0128_2.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://171.43.65.83:85/tsfile/live/faacts/0125_2.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://171.43.65.83:85/tsfile/live/faacts/0127_2.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://171.43.65.83:85/tsfile/live/faacts/0131_2.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://171.43.65.83:85/tsfile/live/faacts/0130_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://171.43.65.83:85/tsfile/live/faacts/0141_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://171.43.65.83:85/tsfile/live/faacts/0142_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://171.43.65.83:85/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0

CGTN,http://221.232.196.129:7777/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://221.232.196.129:7777/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://221.232.196.129:7777/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://221.232.196.129:7777/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://221.232.196.129:7777/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://221.232.196.129:7777/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://221.232.196.129:7777/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://221.232.196.129:7777/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://221.232.196.129:7777/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://221.232.196.129:7777/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://221.232.196.129:7777/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://221.232.196.129:7777/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://221.232.196.129:7777/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://221.232.196.129:7777/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://221.232.196.129:7777/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://221.232.196.129:7777/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://221.232.196.129:7777/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://221.232.196.129:7777/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://221.232.196.129:7777/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://221.232.196.129:7777/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖北综合,http://221.232.196.129:7777/tsfile/live/0132_4.m3u8?key=txiptv&playlive=1&authid=0
湖北经视,http://221.232.196.129:7777/tsfile/live/0132_3.m3u8?key=txiptv&playlive=1&authid=0
湖北公共,http://221.232.196.129:7777/tsfile/live/0132_2.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://221.232.196.129:7777/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://221.232.196.129:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://221.232.196.129:7777/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://221.232.196.129:7777/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://221.232.196.129:7777/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://221.232.196.129:7777/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://221.232.196.129:7777/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://221.232.196.129:7777/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://221.232.196.129:7777/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://221.232.196.129:7777/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://221.232.196.129:7777/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://221.232.196.129:7777/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://221.232.196.129:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://221.232.196.129:7777/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://221.232.196.129:7777/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://221.232.196.129:7777/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://221.232.196.129:7777/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0

深圳卫视,http://111.4.82.49:8008/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.4.82.49:8008/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.4.82.49:8008/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.4.82.49:8008/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.4.82.49:8008/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.4.82.49:8008/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
上海东方卫视,http://111.4.82.49:8008/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.4.82.49:8008/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.4.82.49:8008/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://111.4.82.49:8008/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://111.4.82.49:8008/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
